identifier,citation,source_file,withdrawn,reason,row
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=10.780000000000001; H_T=1.0; predicted_log_Jc=5.761439139732305; predicted_log_Jc_lower_95=5.6658677401439; predicted_log_Jc_upper_95=5.90170827539079; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=10.780000000000001; H_T=5.0; predicted_log_Jc=5.707364086793372; predicted_log_Jc_lower_95=5.612792173843444; predicted_log_Jc_upper_95=5.848534147066148; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=4.2; H_T=0.1; predicted_log_Jc=5.996159972950191; predicted_log_Jc_lower_95=5.877146982269887; predicted_log_Jc_upper_95=6.121613313756543; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=4.2; H_T=1.0; predicted_log_Jc=5.98441565369311; predicted_log_Jc_lower_95=5.866150883848946; predicted_log_Jc_upper_95=6.109868994499462; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=4.2; H_T=5.0; predicted_log_Jc=5.929148868030789; predicted_log_Jc_lower_95=5.814524117503292; predicted_log_Jc_upper_95=6.05472932559477; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=20.0; H_T=0.1; bootstrap_iterations=5000; refusal_flag=T_above_Tc
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=20.0; H_T=1.0; bootstrap_iterations=5000; refusal_flag=T_above_Tc
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=20.0; H_T=5.0; bootstrap_iterations=5000; refusal_flag=T_above_Tc
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=10.780000000000001; H_T=0.1; predicted_log_Jc=5.7731834589893865; predicted_log_Jc_lower_95=5.6866216219295405; predicted_log_Jc_upper_95=5.914037265630857; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=10.780000000000001; H_T=1.0; predicted_log_Jc=5.76139033211858; predicted_log_Jc_lower_95=5.674848417721073; predicted_log_Jc_upper_95=5.902292946373776; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=10.780000000000001; H_T=5.0; predicted_log_Jc=5.707364086793372; predicted_log_Jc_lower_95=5.620375596316807; predicted_log_Jc_upper_95=5.84962799940653; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=4.2; H_T=0.1; predicted_log_Jc=5.996159972950191; predicted_log_Jc_lower_95=5.877146982269887; predicted_log_Jc_upper_95=6.121613313756543; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=4.2; H_T=1.0; predicted_log_Jc=5.98441565369311; predicted_log_Jc_lower_95=5.866011440568465; predicted_log_Jc_upper_95=6.109868994499462; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=4.2; H_T=5.0; predicted_log_Jc=5.929148868030789; predicted_log_Jc_lower_95=5.813729986952444; predicted_log_Jc_upper_95=6.05472932559477; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=20.0; H_T=0.1; bootstrap_iterations=5000; refusal_flag=T_above_Tc
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=20.0; H_T=1.0; bootstrap_iterations=5000; refusal_flag=T_above_Tc
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=20.0; H_T=5.0; bootstrap_iterations=5000; refusal_flag=T_above_Tc
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=10.780000000000001; H_T=0.1; predicted_log_Jc=5.7731834589893865; predicted_log_Jc_lower_95=5.677193417720374; predicted_log_Jc_upper_95=5.9173351786522215; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=10.780000000000001; H_T=1.0; predicted_log_Jc=5.761439139732305; predicted_log_Jc_lower_95=5.666057876045851; predicted_log_Jc_upper_95=5.9056060788078035; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=10.780000000000001; H_T=5.0; predicted_log_Jc=5.708683656215356; predicted_log_Jc_lower_95=5.613776419354021; predicted_log_Jc_upper_95=5.851431425926242; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=4.2; H_T=0.1; predicted_log_Jc=5.996159972950191; predicted_log_Jc_lower_95=5.877146982269887; predicted_log_Jc_upper_95=6.121613313756543; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=4.2; H_T=1.0; predicted_log_Jc=5.98441565369311; predicted_log_Jc_lower_95=5.8660114395193625; predicted_log_Jc_upper_95=6.109465761639897; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=4.2; H_T=5.0; predicted_log_Jc=5.929148868030789; predicted_log_Jc_lower_95=5.813729980977796; predicted_log_Jc_upper_95=6.052432911369711; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=20.0; H_T=0.1; bootstrap_iterations=5000; refusal_flag=T_above_Tc
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=20.0; H_T=1.0; bootstrap_iterations=5000; refusal_flag=T_above_Tc
